dataset,plotID,series,subplot,scale,type,metric,value
7,NFD21_61SE,NFD21_61,SE,10,alpha,ENSPIE,5.570637354803146
7,NFD21_61SE,NFD21_61,SE,10,alpha,cover,105.81
7,NFD21_62NW,NFD21_62,NW,10,alpha,div,55
7,NFD21_62NW,NFD21_62,NW,10,alpha,ENSPIE,7.166720737665582
7,NFD21_62NW,NFD21_62,NW,10,alpha,cover,120.38
7,NFD21_62SE,NFD21_62,SE,10,alpha,div,61
7,NFD21_62SE,NFD21_62,SE,10,alpha,ENSPIE,6.844362137442329
7,NFD21_62SE,NFD21_62,SE,10,alpha,cover,112.99
7,NFD21_63NW,NFD21_63,NW,10,alpha,div,65
7,NFD21_63NW,NFD21_63,NW,10,alpha,ENSPIE,3.348332527872151
7,NFD21_63NW,NFD21_63,NW,10,alpha,cover,94.85
7,NFD21_63SE,NFD21_63,SE,10,alpha,div,63
7,NFD21_63SE,NFD21_63,SE,10,alpha,ENSPIE,4.37202354241848
7,NFD21_63SE,NFD21_63,SE,10,alpha,cover,88.12
7,NFD21_64NW,NFD21_64,NW,10,alpha,div,64
7,NFD21_64NW,NFD21_64,NW,10,alpha,ENSPIE,13.299035201349255
7,NFD21_64NW,NFD21_64,NW,10,alpha,cover,99.89
7,NFD21_64SE,NFD21_64,SE,10,alpha,div,47
7,NFD21_64SE,NFD21_64,SE,10,alpha,ENSPIE,14.414023224289103
7,NFD21_64SE,NFD21_64,SE,10,alpha,cover,124.61
8,NFD21_20NE,NFD21_20,NE,10,alpha,div,28
8,NFD21_20NE,NFD21_20,NE,10,alpha,ENSPIE,6.2351257446006585
8,NFD21_20NE,NFD21_20,NE,10,alpha,cover,89.331
8,NFD21_20SW,NFD21_20,SW,10,alpha,div,25
8,NFD21_20SW,NFD21_20,SW,10,alpha,ENSPIE,6.054423415127857
8,NFD21_20SW,NFD21_20,SW,10,alpha,cover,66.245
8,NFD21_21NE,NFD21_21,NE,10,alpha,div,12
8,NFD21_21NE,NFD21_21,NE,10,alpha,ENSPIE,4.907763807980688
8,NFD21_21NE,NFD21_21,NE,10,alpha,cover,179.005
8,NFD21_21SW,NFD21_21,SW,10,alpha,div,18
8,NFD21_21SW,NFD21_21,SW,10,alpha,ENSPIE,4.7422003284072245
8,NFD21_21SW,NFD21_21,SW,10,alpha,cover,152
8,NFD21_23NE,NFD21_23,NE,10,alpha,div,25
8,NFD21_23NE,NFD21_23,NE,10,alpha,ENSPIE,5.224030871170692
8,NFD21_23NE,NFD21_23,NE,10,alpha,cover,127.186
8,NFD21_23NW,NFD21_23,NW,10,alpha,div,22
8,NFD21_23NW,NFD21_23,NW,10,alpha,ENSPIE,6.8676573310865425
8,NFD21_23NW,NFD21_23,NW,10,alpha,cover,102.716
8,NFD21_24NW,NFD21_24,NW,10,alpha,div,19
8,NFD21_24NW,NFD21_24,NW,10,alpha,ENSPIE,2.7484785277868924
8,NFD21_24NW,NFD21_24,NW,10,alpha,cover,103.815
8,NFD21_24SE,NFD21_24,SE,10,alpha,div,35
8,NFD21_24SE,NFD21_24,SE,10,alpha,ENSPIE,4.54569464625932
8,NFD21_24SE,NFD21_24,SE,10,alpha,cover,103.62
8,NFD21_26NW,NFD21_26,NW,10,alpha,div,13
8,NFD21_26NW,NFD21_26,NW,10,alpha,ENSPIE,4.461889020302923
8,NFD21_26NW,NFD21_26,NW,10,alpha,cover,116.7
8,NFD21_26SE,NFD21_26,SE,10,alpha,div,9
8,NFD21_26SE,NFD21_26,SE,10,alpha,ENSPIE,2.5628339585339033
8,NFD21_26SE,NFD21_26,SE,10,alpha,cover,107.11
8,NFD21_27NW,NFD21_27,NW,10,alpha,div,15
8,NFD21_27NW,NFD21_27,NW,10,alpha,ENSPIE,3.5494244919945825
8,NFD21_27NW,NFD21_27,NW,10,alpha,cover,117.02
8,NFD21_27SE,NFD21_27,SE,10,alpha,div,15
8,NFD21_27SE,NFD21_27,SE,10,alpha,ENSPIE,2.803446190596873
8,NFD21_27SE,NFD21_27,SE,10,alpha,cover,105.7
8,NFD21_28NW,NFD21_28,NW,10,alpha,div,15
8,NFD21_28NW,NFD21_28,NW,10,alpha,ENSPIE,3.6188597288750253
8,NFD21_28NW,NFD21_28,NW,10,alpha,cover,168.7
8,NFD21_28SE,NFD21_28,SE,10,alpha,div,13
8,NFD21_28SE,NFD21_28,SE,10,alpha,ENSPIE,4.840656348813473
8,NFD21_28SE,NFD21_28,SE,10,alpha,cover,189.51
8,NFD21_30NW,NFD21_30,NW,10,alpha,div,21
8,NFD21_30NW,NFD21_30,NW,10,alpha,ENSPIE,7.0497231354922025
8,NFD21_30NW,NFD21_30,NW,10,alpha,cover,170.001
8,NFD21_30SE,NFD21_30,SE,10,alpha,div,25
8,NFD21_30SE,NFD21_30,SE,10,alpha,ENSPIE,6.282566511970457
8,NFD21_30SE,NFD21_30,SE,10,alpha,cover,155.1
8,NFD21_31NW,NFD21_31,NW,10,alpha,div,27
8,NFD21_31NW,NFD21_31,NW,10,alpha,ENSPIE,6.599648635542653
8,NFD21_31NW,NFD21_31,NW,10,alpha,cover,89.51
8,NFD21_31SE,NFD21_31,SE,10,alpha,div,47
8,NFD21_31SE,NFD21_31,SE,10,alpha,ENSPIE,6.425282376597645
8,NFD21_31SE,NFD21_31,SE,10,alpha,cover,90.921
8,NFD21_33NW,NFD21_33,NW,10,alpha,div,22
8,NFD21_33NW,NFD21_33,NW,10,alpha,ENSPIE,9.230161020348719
8,NFD21_33NW,NFD21_33,NW,10,alpha,cover,94.01
8,NFD21_33SE,NFD21_33,SE,10,alpha,div,17
8,NFD21_33SE,NFD21_33,SE,10,alpha,ENSPIE,7.180785579008207
8,NFD21_33SE,NFD21_33,SE,10,alpha,cover,106.111
8,NFD21_34NW,NFD21_34,NW,10,alpha,div,44
8,NFD21_34NW,NFD21_34,NW,10,alpha,ENSPIE,5.036942961702762
8,NFD21_34NW,NFD21_34,NW,10,alpha,cover,104.02
8,NFD21_34SE,NFD21_34,SE,10,alpha,div,36
8,NFD21_34SE,NFD21_34,SE,10,alpha,ENSPIE,5.09025406086524
8,NFD21_34SE,NFD21_34,SE,10,alpha,cover,107.15
8,NFD21_35NW,NFD21_35,NW,10,alpha,div,19
8,NFD21_35NW,NFD21_35,NW,10,alpha,ENSPIE,3.905467668120112
8,NFD21_35NW,NFD21_35,NW,10,alpha,cover,87.1
8,NFD21_35SE,NFD21_35,SE,10,alpha,div,20
8,NFD21_35SE,NFD21_35,SE,10,alpha,ENSPIE,3.037361918114996
8,NFD21_35SE,NFD21_35,SE,10,alpha,cover,137.6
8,NFD21_36NE,NFD21_36,NE,10,alpha,div,30
8,NFD21_36NE,NFD21_36,NE,10,alpha,ENSPIE,5.364975654516064
8,NFD21_36NE,NFD21_36,NE,10,alpha,cover,102.12
8,NFD21_36SW,NFD21_36,SW,10,alpha,div,28
8,NFD21_36SW,NFD21_36,SW,10,alpha,ENSPIE,4.723807094120658
8,NFD21_36SW,NFD21_36,SW,10,alpha,cover,113.62
8,NFD21_37NW,NFD21_37,NW,10,alpha,div,30
8,NFD21_37NW,NFD21_37,NW,10,alpha,ENSPIE,10.537542103070926
8,NFD21_37NW,NFD21_37,NW,10,alpha,cover,138.04
8,NFD21_37SE,NFD21_37,SE,10,alpha,div,24
8,NFD21_37SE,NFD21_37,SE,10,alpha,ENSPIE,6.30560421780392
8,NFD21_37SE,NFD21_37,SE,10,alpha,cover,132.52
8,NFD21_38NW,NFD21_38,NW,10,alpha,div,15
8,NFD21_38NW,NFD21_38,NW,10,alpha,ENSPIE,2.733948729830167
8,NFD21_38NW,NFD21_38,NW,10,alpha,cover,94.7
8,NFD21_38SE,NFD21_38,SE,10,alpha,div,19
8,NFD21_38SE,NFD21_38,SE,10,alpha,ENSPIE,3.526656696213338
8,NFD21_38SE,NFD21_38,SE,10,alpha,cover,94.51
8,NFD21_39NW,NFD21_39,NW,10,alpha,div,34
8,NFD21_39NW,NFD21_39,NW,10,alpha,ENSPIE,4.935497245343773
8,NFD21_39NW,NFD21_39,NW,10,alpha,cover,118.74
8,NFD21_39SE,NFD21_39,SE,10,alpha,div,43
8,NFD21_39SE,NFD21_39,SE,10,alpha,ENSPIE,7.125219986224304
8,NFD21_39SE,NFD21_39,SE,10,alpha,cover,101.51
8,NFD21_40NW,NFD21_40,NW,10,alpha,div,28
8,NFD21_40NW,NFD21_40,NW,10,alpha,ENSPIE,3.9088610308102734
8,NFD21_40NW,NFD21_40,NW,10,alpha,cover,90.61
8,NFD21_40SE,NFD21_40,SE,10,alpha,div,29
8,NFD21_40SE,NFD21_40,SE,10,alpha,ENSPIE,5.530430497443649
8,NFD21_40SE,NFD21_40,SE,10,alpha,cover,194.22
8,NFD21_42NW,NFD21_42,NW,10,alpha,div,34
8,NFD21_42NW,NFD21_42,NW,10,alpha,ENSPIE,8.241872183980076
8,NFD21_42NW,NFD21_42,NW,10,alpha,cover,87.52
8,NFD21_42SE,NFD21_42,SE,10,alpha,div,29
8,NFD21_42SE,NFD21_42,SE,10,alpha,ENSPIE,6.896738818212572
8,NFD21_42SE,NFD21_42,SE,10,alpha,cover,147
8,NFD21_43NW,NFD21_43,NW,10,alpha,div,11
8,NFD21_43NW,NFD21_43,NW,10,alpha,ENSPIE,3.584464031013422
8,NFD21_43NW,NFD21_43,NW,10,alpha,cover,99
8,NFD21_43SE,NFD21_43,SE,10,alpha,div,13
8,NFD21_43SE,NFD21_43,SE,10,alpha,ENSPIE,2.7117427988301386
8,NFD21_43SE,NFD21_43,SE,10,alpha,cover,71.8
9,NFD21_45NW,NFD21_45,NW,10,alpha,div,2
9,NFD21_45NW,NFD21_45,NW,10,alpha,ENSPIE,1.1589825119236883
9,NFD21_45NW,NFD21_45,NW,10,alpha,cover,27
9,NFD21_45SE,NFD21_45,SE,10,alpha,div,3
9,NFD21_45SE,NFD21_45,SE,10,alpha,ENSPIE,1.1398214621519673
9,NFD21_45SE,NFD21_45,SE,10,alpha,cover,32.1
9,NFD21_47NE,NFD21_47,NE,10,alpha,div,4
9,NFD21_47NE,NFD21_47,NE,10,alpha,ENSPIE,1.3697339126299637
9,NFD21_47NE,NFD21_47,NE,10,alpha,cover,35.6
9,NFD21_47SW,NFD21_47,SW,10,alpha,div,3
9,NFD21_47SW,NFD21_47,SW,10,alpha,ENSPIE,1.1361733114873476
9,NFD21_47SW,NFD21_47,SW,10,alpha,cover,39.5
9,NFD21_48NW,NFD21_48,NW,10,alpha,div,4
9,NFD21_48NW,NFD21_48,NW,10,alpha,ENSPIE,2.367133308109471
9,NFD21_48NW,NFD21_48,NW,10,alpha,cover,68.5
9,NFD21_48SE,NFD21_48,SE,10,alpha,div,4
9,NFD21_48SE,NFD21_48,SE,10,alpha,ENSPIE,1.7429580369960889
9,NFD21_48SE,NFD21_48,SE,10,alpha,cover,81.25
9,NFD21_49NW,NFD21_49,NW,10,alpha,div,2
9,NFD21_49NW,NFD21_49,NW,10,alpha,ENSPIE,1.028565598857376
9,NFD21_49NW,NFD21_49,NW,10,alpha,cover,71
9,NFD21_49SE,NFD21_49,SE,10,alpha,div,1
9,NFD21_49SE,NFD21_49,SE,10,alpha,ENSPIE,1
9,NFD21_49SE,NFD21_49,SE,10,alpha,cover,60
9,NFD21_50NW,NFD21_50,NW,10,alpha,div,5
9,NFD21_50NW,NFD21_50,NW,10,alpha,ENSPIE,1.22894919297361
9,NFD21_50NW,NFD21_50,NW,10,alpha,cover,71.2
9,NFD21_50SE,NFD21_50,SE,10,alpha,div,6
9,NFD21_50SE,NFD21_50,SE,10,alpha,ENSPIE,1.4670561516580263
9,NFD21_50SE,NFD21_50,SE,10,alpha,cover,67.1
9,NFD21_51NW,NFD21_51,NW,10,alpha,div,7
9,NFD21_51NW,NFD21_51,NW,10,alpha,ENSPIE,4.680000000000001
9,NFD21_51NW,NFD21_51,NW,10,alpha,cover,78
9,NFD21_51SE,NFD21_51,SE,10,alpha,div,7
9,NFD21_51SE,NFD21_51,SE,10,alpha,ENSPIE,1.9483146067415729
9,NFD21_51SE,NFD21_51,SE,10,alpha,cover,102
9,NFD21_52NW,NFD21_52,NW,10,alpha,div,18
9,NFD21_52NW,NFD21_52,NW,10,alpha,ENSPIE,4.949055317589932
9,NFD21_52NW,NFD21_52,NW,10,alpha,cover,101.51
9,NFD21_52SE,NFD21_52,SE,10,alpha,div,15
9,NFD21_52SE,NFD21_52,SE,10,alpha,ENSPIE,3.13795023582795
9,NFD21_52SE,NFD21_52,SE,10,alpha,cover,97.3
9,NFD21_53NW,NFD21_53,NW,10,alpha,div,6
9,NFD21_53NW,NFD21_53,NW,10,alpha,ENSPIE,3.282598818718764
9,NFD21_53NW,NFD21_53,NW,10,alpha,cover,42.5
9,NFD21_53SE,NFD21_53,SE,10,alpha,div,8
9,NFD21_53SE,NFD21_53,SE,10,alpha,ENSPIE,3.48247597512719
9,NFD21_53SE,NFD21_53,SE,10,alpha,cover,44.4
9,NFD21_54NW,NFD21_54,NW,10,alpha,div,2
9,NFD21_54NW,NFD21_54,NW,10,alpha,ENSPIE,1.1421319796954315
9,NFD21_54NW,NFD21_54,NW,10,alpha,cover,45
9,NFD21_54SE,NFD21_54,SE,10,alpha,div,12
9,NFD21_54SE,NFD21_54,SE,10,alpha,ENSPIE,3.459649958856373
9,NFD21_54SE,NFD21_54,SE,10,alpha,cover,69.21
9,NFD21_55NW,NFD21_55,NW,10,alpha,div,4
9,NFD21_55NW,NFD21_55,NW,10,alpha,ENSPIE,3.0440034512510783
9,NFD21_55NW,NFD21_55,NW,10,alpha,cover,84
9,NFD21_55SE,NFD21_55,SE,10,alpha,div,6
9,NFD21_55SE,NFD21_55,SE,10,alpha,ENSPIE,3.5167630057803465
9,NFD21_55SE,NFD21_55,SE,10,alpha,cover,78
10,RZ2214NW,RZ2214,NW,10,alpha,div,28
10,RZ2214NW,RZ2214,NW,10,alpha,ENSPIE,6.34480630932594
10,RZ2214NW,RZ2214,NW,10,alpha,cover,82.35
10,RZ2214SE,RZ2214,SE,10,alpha,div,35
10,RZ2214SE,RZ2214,SE,10,alpha,ENSPIE,12.17899074694336
10,RZ2214SE,RZ2214,SE,10,alpha,cover,106.23
10,RZ2215NW,RZ2215,NW,10,alpha,div,35
10,RZ2215NW,RZ2215,NW,10,alpha,ENSPIE,11.80206438667112
10,RZ2215NW,RZ2215,NW,10,alpha,cover,85.84
10,RZ2215SE,RZ2215,SE,10,alpha,div,36
10,RZ2215SE,RZ2215,SE,10,alpha,ENSPIE,9.019511121942537
10,RZ2215SE,RZ2215,SE,10,alpha,cover,93.14
10,RZ2216NW,RZ2216,NW,10,alpha,div,25
10,RZ2216NW,RZ2216,NW,10,alpha,ENSPIE,2.567541885954324
10,RZ2216NW,RZ2216,NW,10,alpha,cover,115.3
10,RZ2216SE,RZ2216,SE,10,alpha,div,19
10,RZ2216SE,RZ2216,SE,10,alpha,ENSPIE,3.8643369347881698
10,RZ2216SE,RZ2216,SE,10,alpha,cover,94.41
10,RZ2217NW,RZ2217,NW,10,alpha,div,31
10,RZ2217NW,RZ2217,NW,10,alpha,ENSPIE,10.852781715896382
10,RZ2217NW,RZ2217,NW,10,alpha,cover,89.56
10,RZ2217SE,RZ2217,SE,10,alpha,div,28
10,RZ2217SE,RZ2217,SE,10,alpha,ENSPIE,9.292450079178577
10,RZ2217SE,RZ2217,SE,10,alpha,cover,114.01
10,RZ2218NW,RZ2218,NW,10,alpha,div,41
10,RZ2218NW,RZ2218,NW,10,alpha,ENSPIE,10.813375785001256
10,RZ2218NW,RZ2218,NW,10,alpha,cover,123.87
10,RZ2218SE,RZ2218,SE,10,alpha,div,37
10,RZ2218SE,RZ2218,SE,10,alpha,ENSPIE,10.10637066711178
10,RZ2218SE,RZ2218,SE,10,alpha,cover,95.3
10,RZ2219NW,RZ2219,NW,10,alpha,div,44
10,RZ2219NW,RZ2219,NW,10,alpha,ENSPIE,15.834277500634142
10,RZ2219NW,RZ2219,NW,10,alpha,cover,79.56
10,RZ2219SE,RZ2219,SE,10,alpha,div,48
10,RZ2219SE,RZ2219,SE,10,alpha,ENSPIE,5.9130590973188335
10,RZ2219SE,RZ2219,SE,10,alpha,cover,117.97
11,BS19005NW,BS19005,NW,10,alpha,div,31
11,BS19005NW,BS19005,NW,10,alpha,ENSPIE,2.30235680165198
11,BS19005NW,BS19005,NW,10,alpha,cover,92.42
11,BS19005SE,BS19005,SE,10,alpha,div,34
11,BS19005SE,BS19005,SE,10,alpha,ENSPIE,4.8016635249851705
11,BS19005SE,BS19005,SE,10,alpha,cover,98.713
11,BS19013NW,BS19013,NW,10,alpha,div,29
11,BS19013NW,BS19013,NW,10,alpha,ENSPIE,3.3367746785646246
11,BS19013NW,BS19013,NW,10,alpha,cover,80.5
11,BS19013SE,BS19013,SE,10,alpha,div,33
11,BS19013SE,BS19013,SE,10,alpha,ENSPIE,3.862081727058374
11,BS19013SE,BS19013,SE,10,alpha,cover,93.61
11,BS19023NW,BS19023,NW,10,alpha,div,25
11,BS19023NW,BS19023,NW,10,alpha,ENSPIE,3.768637922868609
11,BS19023NW,BS19023,NW,10,alpha,cover,98.07
11,BS19023SE,BS19023,SE,10,alpha,div,32
11,BS19023SE,BS19023,SE,10,alpha,ENSPIE,4.896049582863586
11,BS19023SE,BS19023,SE,10,alpha,cover,85.21
11,BS19031NW,BS19031,NW,10,alpha,div,17
11,BS19031NW,BS19031,NW,10,alpha,ENSPIE,4.38211077872878
11,BS19031NW,BS19031,NW,10,alpha,cover,114.91
11,BS19031SE,BS19031,SE,10,alpha,div,17
11,BS19031SE,BS19031,SE,10,alpha,ENSPIE,3.407494793712679
11,BS19031SE,BS19031,SE,10,alpha,cover,148.57
11,BS19032NW,BS19032,NW,10,alpha,div,24
11,BS19032NW,BS19032,NW,10,alpha,ENSPIE,2.6195065889204607
11,BS19032NW,BS19032,NW,10,alpha,cover,86.2
11,BS19032SE,BS19032,SE,10,alpha,div,16
11,BS19032SE,BS19032,SE,10,alpha,ENSPIE,3.5274521495697106
11,BS19032SE,BS19032,SE,10,alpha,cover,57.901
11,BS19048NW,BS19048,NW,10,alpha,div,16
11,BS19048NW,BS19048,NW,10,alpha,ENSPIE,2.8066857450652045
11,BS19048NW,BS19048,NW,10,alpha,cover,97.85
11,BS19048SE,BS19048,SE,10,alpha,div,19
11,BS19048SE,BS19048,SE,10,alpha,ENSPIE,3.824816450104424
11,BS19048SE,BS19048,SE,10,alpha,cover,74.21
11,SB20152NW,SB20152,NW,10,alpha,div,28
11,SB20152NW,SB20152,NW,10,alpha,ENSPIE,3.497341609611321
11,SB20152NW,SB20152,NW,10,alpha,cover,122.471
11,SB20152SE,SB20152,SE,10,alpha,div,27
11,SB20152SE,SB20152,SE,10,alpha,ENSPIE,2.952529972004024
11,SB20152SE,SB20152,SE,10,alpha,cover,137.633
11,SB20172NW,SB20172,NW,10,alpha,div,38
11,SB20172NW,SB20172,NW,10,alpha,ENSPIE,3.6981463059554964
11,SB20172NW,SB20172,NW,10,alpha,cover,83.881
11,SB20172SE,SB20172,SE,10,alpha,div,43
11,SB20172SE,SB20172,SE,10,alpha,ENSPIE,6.15134377130928
11,SB20172SE,SB20172,SE,10,alpha,cover,109.474
11,SB20178NW,SB20178,NW,10,alpha,div,31
11,SB20178NW,SB20178,NW,10,alpha,ENSPIE,4.771383882980305
11,SB20178NW,SB20178,NW,10,alpha,cover,128.113
11,SB20178SE,SB20178,SE,10,alpha,div,24
11,SB20178SE,SB20178,SE,10,alpha,ENSPIE,4.830397353461776
11,SB20178SE,SB20178,SE,10,alpha,cover,104.77
1,UA01NA,UA01,NA,100,gamma,div,64
1,UA01NA,UA01,NA,100,gamma,ENSPIE,8.712109719950467
1,UA01NA,UA01,NA,100,gamma,cover,160.85
1,UA02NA,UA02,NA,100,gamma,div,76
1,UA02NA,UA02,NA,100,gamma,ENSPIE,12.780364175160269
1,UA02NA,UA02,NA,100,gamma,cover,174.61
1,UA03NA,UA03,NA,100,gamma,div,80
1,UA03NA,UA03,NA,100,gamma,ENSPIE,15.060106451781051
1,UA03NA,UA03,NA,100,gamma,cover,139.65
1,UA04NA,UA04,NA,100,gamma,div,108
1,UA04NA,UA04,NA,100,gamma,ENSPIE,16.204957541468954
1,UA04NA,UA04,NA,100,gamma,cover,153.86
1,UA05NA,UA05,NA,100,gamma,div,47
1,UA05NA,UA05,NA,100,gamma,ENSPIE,7.454612459899893
1,UA05NA,UA05,NA,100,gamma,cover,122.45
1,UA06NA,UA06,NA,100,gamma,div,72
1,UA06NA,UA06,NA,100,gamma,ENSPIE,8.528586580823172
1,UA06NA,UA06,NA,100,gamma,cover,161.775
1,UA07NA,UA07,NA,100,gamma,div,80
1,UA07NA,UA07,NA,100,gamma,ENSPIE,11.366537604775445
1,UA07NA,UA07,NA,100,gamma,cover,114.995
1,UA08NA,UA08,NA,100,gamma,div,93
1,UA08NA,UA08,NA,100,gamma,ENSPIE,10.011582520567778
1,UA08NA,UA08,NA,100,gamma,cover,123.9
1,UA09NA,UA09,NA,100,gamma,div,92
1,UA09NA,UA09,NA,100,gamma,ENSPIE,17.92979770731179
1,UA09NA,UA09,NA,100,gamma,cover,112.19500000000001
1,UA10NA,UA10,NA,100,gamma,div,69
1,UA10NA,UA10,NA,100,gamma,ENSPIE,6.6178672546967565
1,UA10NA,UA10,NA,100,gamma,cover,131.45
1,UA11NA,UA11,NA,100,gamma,div,62
1,UA11NA,UA11,NA,100,gamma,ENSPIE,8.32803529099293
1,UA11NA,UA11,NA,100,gamma,cover,144.4
1,UA12NA,UA12,NA,100,gamma,div,70
1,UA12NA,UA12,NA,100,gamma,ENSPIE,7.4614693223586706
1,UA12NA,UA12,NA,100,gamma,cover,155.365
1,UA13NA,UA13,NA,100,gamma,div,64
1,UA13NA,UA13,NA,100,gamma,ENSPIE,9.292864220813376
1,UA13NA,UA13,NA,100,gamma,cover,126.8
1,UA14NA,UA14,NA,100,gamma,div,83
1,UA14NA,UA14,NA,100,gamma,ENSPIE,14.105920920158598
1,UA14NA,UA14,NA,100,gamma,cover,156.26
1,UA15NA,UA15,NA,100,gamma,div,84
1,UA15NA,UA15,NA,100,gamma,ENSPIE,19.22155402573729
1,UA15NA,UA15,NA,100,gamma,cover,128.05
1,UA16NA,UA16,NA,100,gamma,div,60
1,UA16NA,UA16,NA,100,gamma,ENSPIE,5.954067857653863
1,UA16NA,UA16,NA,100,gamma,cover,85.135
1,UA17NA,UA17,NA,100,gamma,div,78
1,UA17NA,UA17,NA,100,gamma,ENSPIE,14.391009990252213
1,UA17NA,UA17,NA,100,gamma,cover,116.475
1,UA18NA,UA18,NA,100,gamma,div,61
1,UA18NA,UA18,NA,100,gamma,ENSPIE,8.500854118878658
1,UA18NA,UA18,NA,100,gamma,cover,84.675
1,UA19NA,UA19,NA,100,gamma,div,52
1,UA19NA,UA19,NA,100,gamma,ENSPIE,11.241899748902288
1,UA19NA,UA19,NA,100,gamma,cover,64.7
1,UA20NA,UA20,NA,100,gamma,div,73
1,UA20NA,UA20,NA,100,gamma,ENSPIE,5.905557673522601
1,UA20NA,UA20,NA,100,gamma,cover,135.38
1,UA21NA,UA21,NA,100,gamma,div,67
1,UA21NA,UA21,NA,100,gamma,ENSPIE,14.561175984901434
1,UA21NA,UA21,NA,100,gamma,cover,160.33
2,UA_MJ_01NA,UA_MJ_01,NA,100,gamma,div,79
2,UA_MJ_01NA,UA_MJ_01,NA,100,gamma,ENSPIE,16.38881901311668
2,UA_MJ_01NA,UA_MJ_01,NA,100,gamma,cover,129.9
2,UA_MJ_02NA,UA_MJ_02,NA,100,gamma,div,62
2,UA_MJ_02NA,UA_MJ_02,NA,100,gamma,ENSPIE,9.119997543865033
2,UA_MJ_02NA,UA_MJ_02,NA,100,gamma,cover,144.2
2,UA_MJ_03NA,UA_MJ_03,NA,100,gamma,div,95
2,UA_MJ_03NA,UA_MJ_03,NA,100,gamma,ENSPIE,21.026742977620998
2,UA_MJ_03NA,UA_MJ_03,NA,100,gamma,cover,156.95
2,UA_MJ_04NA,UA_MJ_04,NA,100,gamma,div,110
2,UA_MJ_04NA,UA_MJ_04,NA,100,gamma,ENSPIE,27.34416655300259
2,UA_MJ_04NA,UA_MJ_04,NA,100,gamma,cover,148.5
2,UA_MJ_05NA,UA_MJ_05,NA,100,gamma,div,108
2,UA_MJ_05NA,UA_MJ_05,NA,100,gamma,ENSPIE,24.554110699454245
2,UA_MJ_05NA,UA_MJ_05,NA,100,gamma,cover,158.8
3,UA_Cr_01NA,UA_Cr_01,NA,100,gamma,div,21
3,UA_Cr_01NA,UA_Cr_01,NA,100,gamma,ENSPIE,4.573850072758861
3,UA_Cr_01NA,UA_Cr_01,NA,100,gamma,cover,8.562
3,UA_Cr_02NA,UA_Cr_02,NA,100,gamma,div,40
3,UA_Cr_02NA,UA_Cr_02,NA,100,gamma,ENSPIE,5.005488777654003
3,UA_Cr_02NA,UA_Cr_02,NA,100,gamma,cover,13.614
3,UA_Cr_03NA,UA_Cr_03,NA,100,gamma,div,48
3,UA_Cr_03NA,UA_Cr_03,NA,100,gamma,ENSPIE,5.355545241954406
3,UA_Cr_03NA,UA_Cr_03,NA,100,gamma,cover,55.747
3,UA_Cr_04NA,UA_Cr_04,NA,100,gamma,div,40
3,UA_Cr_04NA,UA_Cr_04,NA,100,gamma,ENSPIE,3.8024503251594477
3,UA_Cr_04NA,UA_Cr_04,NA,100,gamma,cover,51.946
3,UA_Cr_05NA,UA_Cr_05,NA,100,gamma,div,20
3,UA_Cr_05NA,UA_Cr_05,NA,100,gamma,ENSPIE,2.409157842429697
3,UA_Cr_05NA,UA_Cr_05,NA,100,gamma,cover,25.617
3,UA_Cr_06NA,UA_Cr_06,NA,100,gamma,div,24
3,UA_Cr_06NA,UA_Cr_06,NA,100,gamma,ENSPIE,4.392901577365105
3,UA_Cr_06NA,UA_Cr_06,NA,100,gamma,cover,60.136
3,UA_Cr_07NA,UA_Cr_07,NA,100,gamma,div,52
3,UA_Cr_07NA,UA_Cr_07,NA,100,gamma,ENSPIE,6.446417224326668
3,UA_Cr_07NA,UA_Cr_07,NA,100,gamma,cover,56.7105
3,UA_Cr_08NA,UA_Cr_08,NA,100,gamma,div,50
3,UA_Cr_08NA,UA_Cr_08,NA,100,gamma,ENSPIE,8.653286668481881
3,UA_Cr_08NA,UA_Cr_08,NA,100,gamma,cover,67.4555
4,SB20033NA,SB20033,NA,100,gamma,div,48
4,SB20033NA,SB20033,NA,100,gamma,ENSPIE,9.046923330885328
4,SB20033NA,SB20033,NA,100,gamma,cover,60.2895
4,SB20060NA,SB20060,NA,100,gamma,div,35
4,SB20060NA,SB20060,NA,100,gamma,ENSPIE,5.555800148628141
4,SB20060NA,SB20060,NA,100,gamma,cover,36.083
4,SB20061NA,SB20061,NA,100,gamma,div,43
4,SB20061NA,SB20061,NA,100,gamma,ENSPIE,6.670599438472121
4,SB20061NA,SB20061,NA,100,gamma,cover,97.5875
4,SB20062NA,SB20062,NA,100,gamma,div,56
4,SB20062NA,SB20062,NA,100,gamma,ENSPIE,4.729532519755346
4,SB20062NA,SB20062,NA,100,gamma,cover,54.484
4,SB20063NA,SB20063,NA,100,gamma,div,47
4,SB20063NA,SB20063,NA,100,gamma,ENSPIE,4.758542419434004
4,SB20063NA,SB20063,NA,100,gamma,cover,89.031
4,SB20077NA,SB20077,NA,100,gamma,div,41
4,SB20077NA,SB20077,NA,100,gamma,ENSPIE,3.8314544835516844
4,SB20077NA,SB20077,NA,100,gamma,cover,86.805
4,SB20078NA,SB20078,NA,100,gamma,div,40
4,SB20078NA,SB20078,NA,100,gamma,ENSPIE,7.632933772715376
4,SB20078NA,SB20078,NA,100,gamma,cover,90.1765
4,SB20079NA,SB20079,NA,100,gamma,div,31
